switch-new.3np;Gi2/0/1;Enabled;trunk;trunk (member of bundle Po4);dot1q;dot1q;1 (default);1 (default);none ;ALL
switch-new.3np;Gi2/0/2;Enabled;trunk;trunk (member of bundle Po5);dot1q;dot1q;1 (default);1 (default);none ;ALL
switch-new.3np;Gi2/0/3;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.3np;Gi2/0/4;Enabled;trunk;trunk (member of bundle Po2);dot1q;dot1q;1 (default);1 (default);none ;2-100
switch-new.3np;;Enabled;trunk;trunk;dot1q;dot1q;1 (default);1 (default);none ;2-100
switch-new.3np;;Enabled;trunk;trunk;dot1q;dot1q;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/1;Enabled;static access;static access;negotiate;native;44 (siemenens_reg);1 (default);none ;ALL
switch-new.4np;Fa1/0/2;Enabled;static access;static access;negotiate;native;44 (siemenens_reg);1 (default);none ;ALL
switch-new.4np;Fa1/0/3;Enabled;static access;down;negotiate;;44 (siemenens_reg);1 (default);none ;ALL
switch-new.4np;Fa1/0/4;Enabled;static access;down;negotiate;;44 (siemenens_reg);1 (default);none ;ALL
switch-new.4np;Fa1/0/5;Enabled;private-vlan host;private-vlan host;negotiate;native;1 (default);1 (default);13 (Najomcovia-primarna) 12 (Najomcovia) ;ALL
switch-new.4np;Fa1/0/6;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/7;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/8;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/9;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/10;Enabled;private-vlan host;down;negotiate;;1 (default);1 (default);13 (Najomcovia-primarna) 12 (Najomcovia) ;ALL
switch-new.4np;Fa1/0/11;Enabled;private-vlan host;down;negotiate;;1 (default);1 (default);13 (Najomcovia-primarna) 12 (Najomcovia) ;ALL
switch-new.4np;Fa1/0/12;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/13;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/14;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/15;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/16;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/17;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/18;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/19;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/20;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/21;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/22;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/23;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/24;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/25;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/26;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/27;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/28;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/29;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/30;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/31;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/32;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
switch-new.4np;Fa1/0/33;Enabled;dynamic auto;down;negotiate;;1 (default);1 (default);none ;ALL
